title,description,city,address,postal_code,start_date,content
Déchirures vers l’avenir,"Le Centre culturel canadien vous convie à une immersion au cœur de la poésie de l’Acadie. Laissez-vous porter par des lectures vivantes, où les voix plurielles et audacieuses de la poésie acadienne résonneront dans l’atmosphère intime du Canada Café, un espace du Centre culturel canadien habituellement fermé au public !

_Déchirures vers l’avenir_, publié par les éditions acadiennes Perce-Neige, est une anthologie regroupant des poèmes aimés, choisis, déchirés puis ramanchés. Un assemblage vivant. Une forme d’anthologie un peu dissidente pour mettre ensemble les morceaux d’une représentation plurielle de l’Acadie contemporaine, des idées et des ferveurs qui l’ont animée jusqu’à aujourd’hui, mais aussi de ses doutes, de ses contradictions, de ses dissonances et de ses dissidences.

[Perce-Neige](https://editionsperceneige.ca/) est une maison d’édition acadienne qui publie en français des livres témoignant de la richesse, de la vivacité et de la singularité des littératures de l’Atlantique. Elle veille à développer et à faire rayonner ces littératures dans la francophonie depuis 1980.

Avec la participation des poétesses et poètes Éloïse LeBlanc, Christian Roy, Jonathan Roy et d’Émilie Turmel codirectrice de la collection Poésie des Éditions Perce-Neige.

Cet événement est présenté avec le soutien du gouvernement de la province du Nouveau-Brunswick.",Paris,"130, rue du Faubourg Saint-Honoré 75008 Paris",75008,2026-06-04 17:00:00+00:00,"Evenement : Déchirures vers l’avenir. Lieu : 130, rue du Faubourg Saint-Honoré 75008 Paris, Paris. Date : 04/06/2026. Description : Le Centre culturel canadien vous convie à une immersion au cœur de la poésie de l’Acadie. Laissez-vous porter par des lectures vivantes, où les voix plurielles et audacieuses de la poésie acadienne résonneront dans l’atmosphère intime du Canada Café, un espace du Centre culturel canadien habituellement fermé au public !

_Déchirures vers l’avenir_, publié par les éditions acadiennes Perce-Neige, est une anthologie regroupant des poèmes aimés, choisis, déchirés puis ramanchés. Un assemblage vivant. Une forme d’anthologie un peu dissidente pour mettre ensemble les morceaux d’une représentation plurielle de l’Acadie contemporaine, des idées et des ferveurs qui l’ont animée jusqu’à aujourd’hui, mais aussi de ses doutes, de ses contradictions, de ses dissonances et de ses dissidences.

[Perce-Neige](https://editionsperceneige.ca/) est une maison d’édition acadienne qui publie en français des livres témoignant de la richesse, de la vivacité et de la singularité des littératures de l’Atlantique. Elle veille à développer et à faire rayonner ces littératures dans la francophonie depuis 1980.

Avec la participation des poétesses et poètes Éloïse LeBlanc, Christian Roy, Jonathan Roy et d’Émilie Turmel codirectrice de la collection Poésie des Éditions Perce-Neige.

Cet événement est présenté avec le soutien du gouvernement de la province du Nouveau-Brunswick."
Titre,Exemple,Paris,Tour Eiffel,75007,2026-06-04 07:30:00+00:00,"Evenement : Titre. Lieu : Tour Eiffel, Paris. Date : 04/06/2026. Description : Exemple"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mercredi 3 juin 2026 à 21h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-03 19:00:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 03/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mercredi 3 juin 2026 à 21h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
Le Ciné-Quiz de L'Epée 🔍,Incollable en ciné ?,Paris,"100, rue Mouffetard, Paris",75005,2026-06-03 17:30:00+00:00,"Evenement : Le Ciné-Quiz de L'Epée 🔍. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 03/06/2026. Description : Incollable en ciné ?"
La mariée était en noir de François Truffaut (1968-1h47). Film présenté par Patrice Bougon.,"Le jour de son mariage, laors qu'elle sort à peine de l'église, Julie voit son mari se faire assassiner sous ses yeux.  
Personne ne sait pourquoi l'homme était la cible de cette balle.  
La veuve va alors entreprendre un voyage pour se venger de ceux qui ont tué son mari.  
Elle tient une liste de 5 resposables et elle compte les éliminer un à un.",Paris,7 Rue Francis de Pressensé,75014,2026-06-03 18:00:00+00:00,"Evenement : La mariée était en noir de François Truffaut (1968-1h47). Film présenté par Patrice Bougon.. Lieu : 7 Rue Francis de Pressensé, Paris. Date : 03/06/2026. Description : Le jour de son mariage, laors qu'elle sort à peine de l'église, Julie voit son mari se faire assassiner sous ses yeux.  
Personne ne sait pourquoi l'homme était la cible de cette balle.  
La veuve va alors entreprendre un voyage pour se venger de ceux qui ont tué son mari.  
Elle tient une liste de 5 resposables et elle compte les éliminer un à un."
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mercredi 3 juin 2026 à 19h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-03 17:00:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 03/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mercredi 3 juin 2026 à 19h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 2 juin 2026 à 21h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-02 19:00:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 02/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 2 juin 2026 à 21h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 2 juin 2026 à 19h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-02 17:00:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 02/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 2 juin 2026 à 19h : Concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
"Conférence ""L'étonnante histoire des objets trouvés""","Les objets ont toujours fasciné l’être humain. Mais lorsqu’un objet perdu est retrouvé par hasard, il suscite encore plus de curiosité : depuis quand a-t-il été perdu, à qui appartient-il, et quelquefois, à quoi sert-il ?  
Les objets ont aussi une valeur et des enjeux ancestraux les concernant portant sur leur restitution à leur propriétaire ou à défaut leur appropriation par une autre personne.  
Si au Moyen Âge les pouvoirs royaux et seigneuriaux se sont arrogés les droits les plus importants en la matière, on cherche à partir de la Révolution les moyens les plus efficaces et les plus justes pour gérer ces objets.  
A Paris et en petite couronne, le service des objets trouvés est rattaché depuis le XIXe siècle à la Préfecture de police et dans les autres communes, il est souvent géré par les commissariats, les services municipaux ou plus récemment par les polices municipales.  
Il  a depuis son origine fourni un sujet de curiosité pour les journaux et magazines qui y ont consacré de nombreux articles et reportages.  
Les objets trouvés constituent un véritable inventaire « à la Prévert » : parapluies, gants, montres, médailles, clés, lunettes, livres, bagages, mais aussi d’autres plus rares et insolites comme une épée d’académicien, une lampe à souder ou des violons, avant que d’autres apportés par le progrès, comme les appareils photos ou les équipements informatiques, ne les rejoigne.  
Cette conférence expliquera l’organisation du service des objets trouvés à différentes époques et présentera de nombreuses anecdotes qui sont aussi significatives de nos modes de vie à travers les biens matériels.  
Elle sera suivie de la signature du livre ""L'étonnante histoire des objets trouvés"", par Thierry Halay, Éditions L’Harmattan  
[https://www.editions-harmattan.fr/catalogue/livre/l-etonnante-histoire-des-objets-trouves/81840](https://www.editions-harmattan.fr/catalogue/livre/l-etonnante-histoire-des-objets-trouves/81840)  
Conférence organisée dans le cadre des Mardis de l'Histoire avec le concours de l'association ""Archives et Culture"".",Paris,33 rue Péclet 75015,75015,2026-06-02 14:00:00+00:00,"Evenement : Conférence ""L'étonnante histoire des objets trouvés"". Lieu : 33 rue Péclet 75015, Paris. Date : 02/06/2026. Description : Les objets ont toujours fasciné l’être humain. Mais lorsqu’un objet perdu est retrouvé par hasard, il suscite encore plus de curiosité : depuis quand a-t-il été perdu, à qui appartient-il, et quelquefois, à quoi sert-il ?  
Les objets ont aussi une valeur et des enjeux ancestraux les concernant portant sur leur restitution à leur propriétaire ou à défaut leur appropriation par une autre personne.  
Si au Moyen Âge les pouvoirs royaux et seigneuriaux se sont arrogés les droits les plus importants en la matière, on cherche à partir de la Révolution les moyens les plus efficaces et les plus justes pour gérer ces objets.  
A Paris et en petite couronne, le service des objets trouvés est rattaché depuis le XIXe siècle à la Préfecture de police et dans les autres communes, il est souvent géré par les commissariats, les services municipaux ou plus récemment par les polices municipales.  
Il  a depuis son origine fourni un sujet de curiosité pour les journaux et magazines qui y ont consacré de nombreux articles et reportages.  
Les objets trouvés constituent un véritable inventaire « à la Prévert » : parapluies, gants, montres, médailles, clés, lunettes, livres, bagages, mais aussi d’autres plus rares et insolites comme une épée d’académicien, une lampe à souder ou des violons, avant que d’autres apportés par le progrès, comme les appareils photos ou les équipements informatiques, ne les rejoigne.  
Cette conférence expliquera l’organisation du service des objets trouvés à différentes époques et présentera de nombreuses anecdotes qui sont aussi significatives de nos modes de vie à travers les biens matériels.  
Elle sera suivie de la signature du livre ""L'étonnante histoire des objets trouvés"", par Thierry Halay, Éditions L’Harmattan  
[https://www.editions-harmattan.fr/catalogue/livre/l-etonnante-histoire-des-objets-trouves/81840](https://www.editions-harmattan.fr/catalogue/livre/l-etonnante-histoire-des-objets-trouves/81840)  
Conférence organisée dans le cadre des Mardis de l'Histoire avec le concours de l'association ""Archives et Culture""."
Portes Ouvertes des Ateliers d'Artistes de Belleville,"**Portes Ouvertes des Ateliers d'Artistes de Belleville**
---------------------------------------------------------

**37e édition**
---------------

### _Jeudi 28_

### _Vendredi 29_

### _Samedi 30_

### _Et dimanche 31 mai 2026_

### _de 14h à 20h_

Plus de 100 ateliers sont à explorer dans les cours et les rues du quartier de Belleville, à cheval entre les 10e, 11e, 19e et 20e arrondissements de Paris.

Au programme : échanges avec les créateurs et créatrices, œuvres à prix atelier, démonstrations techniques, mais aussi pleins d'animations proposées en même temps !

**Un voyage au coeur de la création :**  
Belleville, quartier village, de vie, de travail et de fête, s'apprête à vibrer au rythme de la création. L’art urbain s’y déploie, les cultures s’y mélangent, et les artistes y forment une communauté soudée.  
Habituellement nichés dans le calme des villas et des passages de la colline, ces créatrices et créateurs ouvrent leurs portes chaque année en mai pour offrir un moment de partage exceptionnel.

_Collectionneur averti, amateur d’art ou simple curieux, les Ateliers d’Artistes de Belleville proposent une expérience humaine et artistique ouverte à toutes et tous !_

**L’évènement en un coup d'oeil :**  
\> + de 170 artistes et collectifs mobilisés  
\> 103 ateliers à explorer dans tout le quartier  
\> Toutes les disciplines représentées : peinture, photographie, gravure, sculpture, installation, céramique...  
\> 15 événements autour des Portes Ouvertes : projections, concours photo, invités d’Italie, expo Rimbaud…  
\> 35 000 visiteurs attendus

_**Informations pratiques**_  
\> Accès libre et gratuit  
\> Point d'Accueil du public pendant l’événement : Galerie des AAB, 1 rue Francis Picabia, 75020 Paris (M° Couronnes)  
\> Informations complémentaires (programme, portfolios des artistes, plan…) sur notre site : [ateliers-artistes-belleville.fr/](https://ateliers-artistes-belleville.fr/les-portes-ouvertes/edition/)  
\> Plan papier disponible au point d'accueil et dans les ateliers (don suggéré, 1€)",Paris,1 rue Francis Picabia,75020,2026-05-31 12:00:00+00:00,"Evenement : Portes Ouvertes des Ateliers d'Artistes de Belleville. Lieu : 1 rue Francis Picabia, Paris. Date : 31/05/2026. Description : **Portes Ouvertes des Ateliers d'Artistes de Belleville**
---------------------------------------------------------

**37e édition**
---------------

### _Jeudi 28_

### _Vendredi 29_

### _Samedi 30_

### _Et dimanche 31 mai 2026_

### _de 14h à 20h_

Plus de 100 ateliers sont à explorer dans les cours et les rues du quartier de Belleville, à cheval entre les 10e, 11e, 19e et 20e arrondissements de Paris.

Au programme : échanges avec les créateurs et créatrices, œuvres à prix atelier, démonstrations techniques, mais aussi pleins d'animations proposées en même temps !

**Un voyage au coeur de la création :**  
Belleville, quartier village, de vie, de travail et de fête, s'apprête à vibrer au rythme de la création. L’art urbain s’y déploie, les cultures s’y mélangent, et les artistes y forment une communauté soudée.  
Habituellement nichés dans le calme des villas et des passages de la colline, ces créatrices et créateurs ouvrent leurs portes chaque année en mai pour offrir un moment de partage exceptionnel.

_Collectionneur averti, amateur d’art ou simple curieux, les Ateliers d’Artistes de Belleville proposent une expérience humaine et artistique ouverte à toutes et tous !_

**L’évènement en un coup d'oeil :**  
\> + de 170 artistes et collectifs mobilisés  
\> 103 ateliers à explorer dans tout le quartier  
\> Toutes les disciplines représentées : peinture, photographie, gravure, sculpture, installation, céramique...  
\> 15 événements autour des Portes Ouvertes : projections, concours photo, invités d’Italie, expo Rimbaud…  
\> 35 000 visiteurs attendus

_**Informations pratiques**_  
\> Accès libre et gratuit  
\> Point d'Accueil du public pendant l’événement : Galerie des AAB, 1 rue Francis Picabia, 75020 Paris (M° Couronnes)  
\> Informations complémentaires (programme, portfolios des artistes, plan…) sur notre site : [ateliers-artistes-belleville.fr/](https://ateliers-artistes-belleville.fr/les-portes-ouvertes/edition/)  
\> Plan papier disponible au point d'accueil et dans les ateliers (don suggéré, 1€)"
